x,tgt_xseq_norm,tgt_xkoop_norm
0.0,0.0042471625,0.18846099
0.010749914000687994,0.0042471625,0.18322717
0.021499828001375988,0.004214271,0.17845686
0.032249742002063986,0.0041893497,0.17388329
0.042999656002751976,0.0041712625,0.16942957
0.053749570003439974,0.004202605,0.16505563
0.06449948400412797,0.0042695333,0.16077499
0.07524939800481596,0.0043580052,0.1566055
0.08599931200550395,0.004464097,0.15254174
0.09674922600619194,0.0044887303,0.14859077
0.10749914000687995,0.004358108,0.14476222
0.11824905400756794,0.0041953023,0.14106318
0.12899896800825594,0.004002871,0.13754252
0.13974888200894392,0.0038102926,0.13426971
0.15049879600963192,0.0036279259,0.13126
0.16124871001031993,0.0034752868,0.12853883
0.1719986240110079,0.0033690452,0.12613046
0.1827485380116959,0.0033485154,0.12401746
0.1934984520123839,0.0035008534,0.12219461
0.2042483660130719,0.0037107351,0.12073167
0.2149982800137599,0.0039352262,0.119594075
0.22574819401444787,0.0041910107,0.11873498
0.23649810801513588,0.004430399,0.118107975
0.24724802201582388,0.004636811,0.11762656
0.2579979360165119,0.0048389286,0.11722577
0.26874785001719986,0.004873957,0.11689618
0.27949776401788784,0.0048967344,0.116682634
0.29024767801857587,0.004920515,0.116575904
0.30099759201926385,0.0049293414,0.11656547
0.3117475060199518,0.0049676104,0.116640285
0.32249742002063986,0.0049804435,0.11681897
0.33324733402132783,0.0050019464,0.1170768
0.3439972480220158,0.0050340197,0.11743252
0.3547471620227038,0.005069524,0.11790508
0.3654970760233918,0.005202267,0.11850863
0.3762469900240798,0.005349644,0.119244196
0.3869969040247678,0.005457146,0.12012525
0.3977468180254558,0.005583998,0.121289074
0.4084967320261438,0.0057136775,0.12271543
0.41924664602683176,0.00576007,0.124370985
0.4299965600275198,0.0057440437,0.1261542
0.44074647402820777,0.005696919,0.12797259
0.45149638802889575,0.005610405,0.12977959
0.4622463020295838,0.005410066,0.13153157
0.47299621603027175,0.005183538,0.13316903
0.48374613003095973,0.0049087144,0.13465634
0.49449604403164776,0.004555327,0.13595349
0.5052459580323357,0.0042812796,0.13697106
0.5159958720330238,0.0042061205,0.13772573
0.5267457860337117,0.0042449892,0.13829376
0.5374957000343997,0.0043283454,0.13870786
0.5482456140350878,0.004337256,0.13893278
0.5589955280357757,0.0041930163,0.13889436
0.5697454420364637,0.004114624,0.13851954
0.5804953560371517,0.0042736223,0.1377794
0.5912452700378397,0.004749452,0.1367241
0.6019951840385277,0.0053164246,0.13549425
0.6127450980392157,0.005850777,0.13417707
0.6234950120399037,0.0062070563,0.132906
0.6342449260405917,0.0062765423,0.13179208
0.6449948400412797,0.0063609458,0.1308968
0.6557447540419676,0.0064337924,0.13014138
0.6664946680426557,0.0065253293,0.12953262
0.6772445820433437,0.0066173007,0.12911384
0.6879944960440316,0.0067015938,0.1288454
0.6987444100447197,0.006833887,0.12872452
0.7094943240454076,0.00700591,0.12865749
0.7202442380460956,0.007080089,0.12862629
0.7309941520467836,0.0071465587,0.12860766
0.7417440660474716,0.00718751,0.1286453
0.7524939800481596,0.007202052,0.12876783
0.7632438940488476,0.0071853083,0.12899128
0.7739938080495355,0.007123149,0.12932098
0.7847437220502236,0.006978591,0.12975374
0.7954936360509116,0.006812736,0.13017121
0.8062435500515995,0.006642823,0.13055818
0.8169934640522876,0.0065164706,0.1309118
0.8277433780529756,0.0063870726,0.13122885
0.8384932920536635,0.0062571918,0.13153881
0.8492432060543516,0.0061560324,0.13191289
0.8599931200550396,0.006079811,0.13252087
0.8707430340557275,0.006003547,0.13340935
0.8814929480564155,0.005875226,0.13458563
0.8922428620571036,0.005804688,0.13601248
0.9029927760577915,0.0058114016,0.13771573
0.9137426900584795,0.0058263727,0.13969707
0.9244926040591676,0.005869253,0.14186485
0.9352425180598555,0.0059724627,0.14416055
0.9459924320605435,0.006122441,0.14655125
0.9567423460612315,0.0061773076,0.14899658
0.9674922600619195,0.0061709275,0.15141468
0.9782421740626075,0.0061796256,0.15370244
0.9889920880632955,0.0061243237,0.15580834
0.9997420020639834,0.0059272074,0.1576036
1.0104919160646715,0.0057980977,0.15892808
1.0212418300653594,0.005721776,0.15974131
1.0319917440660475,0.0057552694,0.16002649
1.0427416580667355,0.0059004724,0.15985896
1.0534915720674234,0.0061073857,0.15929721
1.0642414860681115,0.006421073,0.1584311
1.0749914000687995,0.0067834198,0.15738964
1.0857413140694874,0.0071980925,0.15625484
1.0964912280701755,0.007663814,0.15510179
1.1072411420708634,0.008160622,0.1539669
1.1179910560715514,0.00847527,0.15293047
1.1287409700722395,0.00872008,0.15213251
1.1394908840729274,0.00893114,0.1516229
1.1502407980736153,0.0091296425,0.15141565
1.1609907120743035,0.009309541,0.15150814
1.1717406260749914,0.009473642,0.15188286
1.1824905400756793,0.009632644,0.15253496
1.1932404540763675,0.009691003,0.15344574
1.2039903680770554,0.00974877,0.15448247
1.2147402820777433,0.009870118,0.15561196
1.2254901960784315,0.009982056,0.1567934
1.2362401100791194,0.010058059,0.15804729
1.2469900240798073,0.010078885,0.15937795
1.2577399380804954,0.010054231,0.16080582
1.2684898520811834,0.009983957,0.16233724
1.2792397660818713,0.009836967,0.16394226
1.2899896800825594,0.009700423,0.1655004
1.3007395940832474,0.009426936,0.16696247
1.3114895080839353,0.009203373,0.16817512
1.3222394220846234,0.009003088,0.16930646
1.3329893360853113,0.008816813,0.17043859
1.3437392500859993,0.008654427,0.17164122
1.3544891640866874,0.008392101,0.17298572
1.3652390780873753,0.008139214,0.17448698
1.3759889920880632,0.007974989,0.17617859
1.3867389060887512,0.007916257,0.17812236
1.3974888200894393,0.007996158,0.18038969
1.4082387340901272,0.008142784,0.18305594
1.4189886480908152,0.008210081,0.18608953
1.4297385620915033,0.008254375,0.18931042
1.4404884760921912,0.0083292,0.19259307
1.4512383900928791,0.008428081,0.19586757
1.4619883040935673,0.008403254,0.19902608
1.4727382180942552,0.008027386,0.20192255
1.4834881320949431,0.00754937,0.20436722
1.4942380460956313,0.0068653403,0.20618348
1.5049879600963192,0.006364753,0.20692511
1.515737874097007,0.006099916,0.20650336
1.5264877880976953,0.006203673,0.2048732
1.5372377020983832,0.006651171,0.20207693
1.547987616099071,0.007279159,0.19826339
1.5587375300997592,0.007962175,0.19360611
1.5694874441004472,0.00861547,0.188504
1.580237358101135,0.009019491,0.18329571
1.5909872721018232,0.00908426,0.17842217
1.6017371861025111,0.009042671,0.17415278
1.612487100103199,0.009003358,0.17044508
1.6232370141038872,0.008931821,0.16735001
1.6339869281045751,0.008971261,0.16487499
1.644736842105263,0.009107585,0.16293018
1.6554867561059512,0.009256873,0.1614989
1.6662366701066391,0.009409378,0.16054392
1.676986584107327,0.009568538,0.16002403
1.6877364981080152,0.009745352,0.15989205
1.698486412108703,0.009925295,0.16009651
1.709236326109391,0.0100437105,0.16062804
1.7199862401100792,0.010127869,0.16139556
1.730736154110767,0.0101543,0.16235663
1.741486068111455,0.0101511385,0.16347143
1.7522359821121432,0.010128362,0.16470225
1.762985896112831,0.010089808,0.16600865
1.773735810113519,0.0100456355,0.16735446
1.7844857241142071,0.009951676,0.16873285
1.795235638114895,0.009828691,0.1701418
1.805985552115583,0.00970605,0.17158335
1.8167354661162711,0.009603238,0.17307457
1.827485380116959,0.009497191,0.17464104
1.838235294117647,0.00937773,0.17629823
1.848985208118335,0.009193836,0.1780874
1.859735122119023,0.009029059,0.17997548
1.870485036119711,0.008911785,0.18196642
1.881234950120399,0.00883441,0.18408908
1.891984864121087,0.008787502,0.18635908
1.902734778121775,0.008762665,0.18877853
1.913484692122463,0.008771733,0.1913396
1.924234606123151,0.008785911,0.1940436
1.934984520123839,0.008821143,0.19677886
1.945734434124527,0.008826525,0.19945906
1.956484348125215,0.008663787,0.20197786
1.967234262125903,0.008347113,0.20424612
1.977984176126591,0.008007367,0.20616163
1.988734090127279,0.0076265014,0.20763014
1.999484004127967,0.0072423364,0.20846383
2.010233918128655,0.0070331357,0.20841697
2.020983832129343,0.007030795,0.20746732
2.031733746130031,0.0072274064,0.20565166
2.042483660130719,0.0075675286,0.20306383
2.053233574131407,0.0079792375,0.19988418
2.063983488132095,0.008407547,0.196299
2.074733402132783,0.008779124,0.19251001
2.085483316133471,0.009049382,0.18875246
2.096233230134159,0.009252044,0.18524517
2.1069831441348468,0.009307075,0.1820933
2.117733058135535,0.009336812,0.179407
