ccf_mzae,ccf_wm,ccf_dns,x
0.9955441,0.9955765,0.9964539001499453,0.010749914000687994
0.9907657,0.9906328,0.9931178563348545,0.021499828001375988
0.9832046,0.9829796,0.9877274696461791,0.032249742002063986
0.9729959,0.9727535,0.9803899783274282,0.042999656002751976
0.9603072,0.96013534,0.971245027776747,0.053749570003439974
0.9453405,0.9453279,0.960456208868835,0.06449948400412797
0.9283211,0.9285634,0.9482022925643447,0.07524939800481596
0.9094931,0.9100745,0.9346690483125673,0.08599931200550395
0.88910156,0.89010113,0.9200422563503903,0.09674922600619194
0.8673968,0.8688746,0.9045022194293473,0.10749914000687995
0.8446191,0.846626,0.888219817954147,0.11824905400756794
0.8210021,0.8235593,0.8713539696210061,0.12899896800825594
0.7967621,0.799867,0.854050254860393,0.13974888200894392
0.77210325,0.7757256,0.8364404376625032,0.15049879600963192
0.74721014,0.7512829,0.8186426252981885,0.16124871001031993
0.7222434,0.7266849,0.8007618487931446,0.1719986240110079
0.6973642,0.70204896,0.7828908927326979,0.1827485380116959
0.672697,0.6774816,0.7651112480332302,0.1934984520123839
0.6483557,0.6530697,0.7474940997509811,0.2042483660130719
0.62444127,0.6288842,0.7301012924613854,0.2149982800137599
0.6010367,0.60499257,0.7129862391127022,0.22574819401444787
0.5782167,0.5814468,0.6961947574392493,0.23649810801513588
0.55604774,0.55829775,0.6797658327481398,0.24724802201582388
0.5345847,0.5355892,0.6637323174607253,0.2579979360165119
0.5138752,0.5133639,0.6481215841113875,0.26874785001719986
0.49396035,0.4916578,0.6329561458534445,0.27949776401788784
0.47487837,0.47050673,0.618254245229474,0.29024767801857587
0.45665216,0.44994748,0.6040303935064971,0.30099759201926385
0.43930563,0.4300187,0.5902958320901524,0.3117475060199518
0.42285112,0.41075987,0.5770588952805157,0.32249742002063986
0.40729758,0.39220384,0.5643252771986127,0.33324733402132783
0.39264202,0.3743866,0.552098229604172,0.3439972480220158
0.37887973,0.35734373,0.5403787274685645,0.3547471620227038
0.36599863,0.34111187,0.5291656338156351,0.3654970760233918
0.35398427,0.32572368,0.5184558821646497,0.3762469900240798
0.34281802,0.31121674,0.5082446819144196,0.3869969040247678
0.3324752,0.29762244,0.49852574287409873,0.3977468180254558
0.32293233,0.28497392,0.48929151004048943,0.4084967320261438
0.31416297,0.27329847,0.4805333975833693,0.41924664602683176
0.30614194,0.26262158,0.4722420108437032,0.4299965600275198
0.29884237,0.25296676,0.4644073463376856,0.44074647402820777
0.29224065,0.24434969,0.4570189618895173,0.45149638802889575
0.2863104,0.23678532,0.4500661117890642,0.4622463020295838
0.2810352,0.23028243,0.4435378450197731,0.47299621603027175
0.27639538,0.22484182,0.4374230678469721,0.48374613003095973
0.27237836,0.22046071,0.4317105750749854,0.49449604403164776
0.268972,0.21712579,0.42638905671437266,0.5052459580323357
0.2661675,0.2148185,0.4214470883042848,0.5159958720330238
0.26395893,0.2135103,0.4168731134693526,0.5267457860337117
0.2623399,0.21316703,0.41265542640511865,0.5374957000343997
0.2613085,0.21374841,0.40878216005873946,0.5482456140350878
0.2608548,0.21520776,0.4052412831775072,0.5589955280357757
0.2609742,0.21749549,0.40202060661615885,0.5697454420364637
0.2616559,0.22055733,0.39910779679222474,0.5804953560371517
0.2628856,0.2243382,0.3964903923137139,0.5912452700378397
0.26464587,0.22877896,0.3941558187704746,0.6019951840385277
0.2669126,0.23382099,0.392091396512978,0.6127450980392157
0.2696566,0.23940626,0.3902843368470027,0.6234950120399037
0.2728445,0.24547611,0.3887217232794449,0.6342449260405917
0.27643543,0.25197303,0.3873904760564874,0.6449948400412797
0.28038266,0.25884023,0.3862773000372074,0.6557447540419676
0.28463665,0.26601863,0.38536861775708375,0.6664946680426557
0.2891401,0.27345282,0.38465049119552774,0.6772445820433437
0.29383588,0.28108662,0.38410853713649096,0.6879944960440316
0.2986593,0.28886342,0.38372784199944565,0.6987444100447197
0.30354777,0.2967248,0.3834928825527534,0.7094943240454076
0.30843586,0.30461213,0.3833874589754708,0.7202442380460956
0.31325665,0.312463,0.3833946463218874,0.7309941520467836
0.31794465,0.32021603,0.3834967696203184,0.7417440660474716
0.3224377,0.32780436,0.3836754066906346,0.7524939800481596
0.32666934,0.33516538,0.38391142139977386,0.7632438940488476
0.33057857,0.34222937,0.38418502860221254,0.7739938080495355
0.33410785,0.34892872,0.3844758905367423,0.7847437220502236
0.33720228,0.35519662,0.384763243060256,0.7954936360509116
0.33980957,0.36096403,0.3850260488644399,0.8062435500515995
0.3418852,0.36616528,0.38524317379808026,0.8169934640522876
0.34338832,0.3707376,0.3853935816510158,0.8277433780529756
0.34428382,0.37462392,0.3854565422823197,0.8384932920536635
0.3445458,0.37776813,0.3854118478224796,0.8492432060543516
0.34415588,0.38012254,0.38524003186035,0.8599931200550396
0.34310305,0.3816446,0.38492258703365884,0.8707430340557275
0.34138235,0.38229674,0.38444217724904384,0.8814929480564155
0.3390011,0.3820516,0.38378284182460015,0.8922428620571036
0.335975,0.38088793,0.38293019014722346,0.9029927760577915
0.33232415,0.37879273,0.38187158698622126,0.9137426900584795
0.32807994,0.37576225,0.38059633049618474,0.9244926040591676
0.32327712,0.371798,0.3790958273418844,0.9352425180598555
0.31795743,0.36691567,0.37736377244576735,0.9459924320605435
0.31216776,0.36113143,0.37539634450618065,0.9567423460612315
0.3059585,0.3544736,0.3731924317751307,0.9674922600619195
0.2993862,0.34697133,0.3707539028829465,0.9782421740626075
0.29250565,0.33866405,0.3680859286437467,0.9889920880632955
0.2853745,0.3295938,0.365197332478576,0.9997420020639834
0.2780519,0.3198085,0.36210088896562026,1.0104919160646715
0.27059418,0.30935508,0.35881340756693736,1.0212418300653594
0.2630564,0.29829118,0.3553553795739262,1.0319917440660475
0.2554921,0.28667352,0.3517500228757476,1.0427416580667355
0.24795152,0.27456287,0.34802178826281627,1.0534915720674234
0.2404845,0.2620226,0.3441946898117986,1.0642414860681115
0.23313054,0.24912128,0.3402909529308658,1.0749914000687995
0.22592749,0.23593202,0.33633030909193073,1.0857413140694874
0.21890907,0.22252454,0.3323299461956177,1.0964912280701755
0.21210405,0.20896517,0.3283048903000588,1.1072411420708634
0.20553678,0.19531807,0.3242685505749322,1.1179910560715514
0.19922833,0.18164484,0.32023324205486897,1.1287409700722395
0.19319603,0.1680023,0.3162106060983212,1.1394908840729274
0.18745413,0.15445012,0.31221191785052765,1.1502407980736153
0.18201387,0.14104654,0.3082482954684532,1.1609907120743035
0.17688146,0.12784849,0.30433082341992473,1.1717406260749914
0.1720633,0.11490994,0.30047059096260664,1.1824905400756793
0.16756459,0.1022813,0.2966786401454841,1.1932404540763675
0.16338514,0.09001468,0.29296582068703514,1.2039903680770554
0.15952723,0.07815785,0.2893425607901941,1.2147402820777433
0.15599146,0.066753864,0.2858185787716748,1.2254901960784315
0.15278162,0.055844113,0.28240257498646115,1.2362401100791194
0.14989847,0.045465205,0.2791019524355546,1.2469900240798073
0.14734192,0.03565102,0.275922614573042,1.2577399380804954
0.14511375,0.026430853,0.2728688788214083,1.2684898520811834
0.14321306,0.017828692,0.2699435250689851,1.2792397660818713
0.1416392,0.009863311,0.26714797351905384,1.2899896800825594
0.14039257,0.0025472324,0.2644825614461615,1.3007395940832474
0.13947466,-0.0041125915,0.2619468700647525,1.3114895080839353
0.13888451,-0.01011303,0.259540045580764,1.3222394220846234
0.13862385,-0.015458694,0.2572610639004328,1.3329893360853113
0.13869452,-0.020156652,0.2551089038832812,1.3437392500859993
0.13909777,-0.024216307,0.2530826142478326,1.3544891640866874
0.13983631,-0.0276475,0.2511812785150573,1.3652390780873753
0.14091226,-0.030459672,0.24940389639281949,1.3759889920880632
0.1423285,-0.032663137,0.24774920696323297,1.3867389060887512
0.14408775,-0.034266245,0.2462154796120379,1.3974888200894393
0.14619271,-0.035276815,0.24480029521414948,1.4082387340901272
0.14864182,-0.035702903,0.24350033576268726,1.4189886480908152
0.15143351,-0.035552494,0.2423111984481784,1.4297385620915033
0.15456463,-0.03483379,0.24122725268807652,1.4404884760921912
0.15802892,-0.033552486,0.24024156736857666,1.4512383900928791
0.16181797,-0.031714655,0.23934595033122946,1.4619883040935673
0.16592138,-0.029328581,0.23853115870293384,1.4727382180942552
0.17032741,-0.026406374,0.2377873455464509,1.4834881320949431
0.17501923,-0.022959443,0.2371047846365727,1.4942380460956313
0.17997839,-0.0190037,0.2364748369040095,1.5049879600963192
0.18518472,-0.014557668,0.23589098570254596,1.515737874097007
0.1906153,-0.009644517,0.235349626278799,1.5264877880976953
0.19624491,-0.0042905444,0.23485026165232264,1.5372377020983832
0.20204523,0.0014722258,0.2343949269501967,1.547987616099071
0.20798579,0.007608088,0.23398698455650258,1.5587375300997592
0.21403314,0.014077537,0.23362969651290857,1.5694874441004472
0.22015096,0.020835718,0.23332501073802558,1.580237358101135
0.22630203,0.027830698,0.23307281369875055,1.5909872721018232
0.23244625,0.035006337,0.23287066908468373,1.6017371861025111
0.23854259,0.04230125,0.23271391594036073,1.612487100103199
0.24454597,0.049652424,0.23259596577590647,1.6232370141038872
0.2504105,0.056995824,0.23250867154744523,1.6339869281045751
0.25609192,0.06426581,0.23244269218068803,1.644736842105263
0.26154205,0.0713975,0.23238781765511232,1.6554867561059512
0.2667123,0.07832933,0.23233324501737446,1.6662366701066391
0.27155757,0.085003786,0.23226780800032765,1.676986584107327
0.27603245,0.09136742,0.2321801671758803,1.6877364981080152
0.28009117,0.09737264,0.2320589677814553,1.698486412108703
0.2836924,0.10297722,0.23189297104143736,1.709236326109391
0.2867911,0.1081453,0.23167116328178497,1.7199862401100792
0.28936774,0.11284543,0.23138284597617706,1.730736154110767
0.29141837,0.11705206,0.23101770920355819,1.741486068111455
0.29294124,0.12074642,0.2305658907632091,1.7522359821121432
0.2939328,0.123912945,0.23001802323181766,1.762985896112831
0.29439825,0.12653984,0.22936527141324212,1.773735810113519
0.29435554,0.12862004,0.22859936283203725,1.7844857241142071
0.29382038,0.1301484,0.22771261411881077,1.795235638114895
0.292813,0.13112387,0.22669795632493878,1.805985552115583
0.29135543,0.13154644,0.22554896237652708,1.8167354661162711
0.28946924,0.13141753,0.22425987998140579,1.827485380116959
0.2871751,0.13074028,0.222825673230957,1.838235294117647
0.28449497,0.12951827,0.22124207574800475,1.848985208118335
