xseq_norm,xkoop_norm,time
0.452442,0.62853026,166
0.5143021,0.64989007,167
0.5736213,0.68330646,168
0.58363235,0.720839,169
0.6211245,0.7553763,170
0.62225115,0.7804214,171
0.53568965,0.78989965,172
0.43009305,0.7831709,173
0.3712298,0.7659697,174
0.36740306,0.7440912,175
0.35944435,0.72450113,176
0.30303833,0.7142644,177
0.29415417,0.7209153,178
0.28018004,0.7432309,179
0.2863766,0.7741298,180
0.3041145,0.804257,181
0.26731992,0.8258915,182
0.25591934,0.835143,183
0.22660697,0.8328579,184
0.1707533,0.81577504,185
0.14339639,0.7889371,186
0.13019194,0.7602995,187
0.20164973,0.73919,188
0.23876633,0.73674476,189
0.22241004,0.7539988,190
0.26358366,0.78550506,191
0.28402352,0.82379526,192
0.28590393,0.85734725,193
0.30614763,0.8795808,194
0.28896353,0.8850981,195
0.22569074,0.8734374,196
0.17882167,0.8494786,197
0.14944969,0.82065433,198
0.15004162,0.79551476,199
0.12519674,0.7827074,200
0.095259316,0.78969145,201
0.09055368,0.8142762,202
0.11743864,0.8478082,203
0.14465359,0.87951165,204
0.10900556,0.90101606,205
0.1687796,0.90841097,206
0.11389353,0.9016919,207
0.06516558,0.8787857,208
0.04496678,0.8473786,209
0.047455058,0.81679916,210
0.13983652,0.7980241,211
0.076036744,0.80043197,212
0.09510118,0.82135314,213
0.1381683,0.85596615,214
0.09514662,0.89434797,215
0.14472641,0.9226152,216
0.13771373,0.937402,217
0.12772517,0.9334679,218
0.077545755,0.91272926,219
0.088813424,0.8823683,220
0.013056388,0.8508638,221
0.08301959,0.8269328,222
0.0176767,0.81998175,223
0.027430547,0.83522433,224
0.017661287,0.86602545,225
0.071131214,0.90172756,226
0.05754661,0.93077856,227
0.071830355,0.9466934,228
0.09058927,0.94755083,229
0.03332644,0.9297225,230
0.051041618,0.89966214,231
0.019718647,0.86618745,232
0.07496499,0.8392563,233
0.031260934,0.8308488,234
0.06738012,0.8425715,235
0.086927116,0.871571,236
0.0643092,0.90943897,237
0.033378188,0.9415745,238
0.04659706,0.96154094,239
0.068316855,0.96458066,240
0.055440206,0.9492197,241
0.02782176,0.9200969,242
0.04016983,0.885505,243
0.060303725,0.8551186,244
0.033832464,0.83941084,245
0.060361404,0.845647,246
0.07075513,0.87160856,247
0.07556248,0.9071851,248
0.06345742,0.9405643,249
0.02503815,0.9627093,250
0.08749538,0.969463,251
0.03023607,0.95903796,252
0.058156077,0.93214214,253
0.041218255,0.8978008,254
0.042009167,0.86602795,255
0.015439617,0.8491168,256
0.08299122,0.8527881,257
0.09837476,0.87563527,258
0.0401897,0.9113137,259
0.08961102,0.9468087,260
0.026158176,0.9708567,261
0.03942979,0.98017836,262
0.03884588,0.9700788,263
0.03357218,0.9436143,264
0.053637236,0.9088914,265
0.08953346,0.87520856,266
0.0825261,0.85289395,267
0.057962604,0.85078305,268
0.081222884,0.87122786,269
0.08790129,0.9053967,270
0.08721813,0.9414482,271
0.04377493,0.9683423,272
0.1409456,0.98048556,273
0.027906204,0.97727954,274
0.053026594,0.95378125,275
0.067134246,0.9199896,276
0.055040695,0.88599443,277
0.019771257,0.86305344,278
0.0827569,0.86010855,279
0.12078599,0.87712973,280
0.086713284,0.91000354,281
0.12477565,0.94752216,282
0.059069756,0.9749327,283
0.047780357,0.98880106,284
0.054067355,0.9839507,285
0.04182526,0.96106327,286
0.055252317,0.92759585,287
0.1068634,0.8923442,288
0.10297871,0.8649539,289
0.049800728,0.856094,290
0.070151985,0.8709771,291
0.1090515,0.90270275,292
0.10696538,0.9398483,293
0.06796061,0.97040266,294
0.08919927,0.98708403,295
0.031055396,0.9877252,296
0.046119746,0.9683466,297
0.0879918,0.93625927,298
0.06538059,0.90128183,299
0.04308708,0.87369704,300
0.06422129,0.8649202,301
0.14045998,0.87658876,302
0.11879229,0.9060034,303
0.12642403,0.94366926,304
0.10642289,0.97416306,305
0.061784215,0.99189687,306
0.055553928,0.99207073,307
0.023310218,0.97344077,308
0.0532629,0.9418055,309
0.108262286,0.9052494,310
0.1153934,0.874084,311
0.06118143,0.8594694,312
0.06477658,0.86825025,313
0.11743225,0.8965739,314
0.11678986,0.9333792,315
0.084737115,0.9666758,316
0.07454461,0.9876535,317
0.050912116,0.9926261,318
0.03659783,0.97872734,319
0.08748905,0.94924945,320
0.07050772,0.9137653,321
0.061966784,0.88262594,322
0.044524085,0.8683662,323
0.13861439,0.8744628,324
0.1312553,0.89970493,325
0.109530024,0.9360948,326
0.13524291,0.9695094,327
0.057413697,0.99074423,328
0.050825603,0.99596316,329
0.051098045,0.9820412,330
0.058353934,0.95259446,331
0.09751402,0.9160577,332
0.12581475,0.8823786,333
0.10102522,0.86259073,334
0.061888643,0.8646529,335
0.09495675,0.88884014,336
0.11832681,0.92462885,337
0.09934951,0.9600479,338
0.07054412,0.9848676,339
0.10067914,0.9941309,340
0.019004822,0.98609734,341
0.080292985,0.959614,342
0.072049245,0.9244615,343
0.068722114,0.89079803,344
0.02147276,0.87138104,345
0.12722647,0.8721241,346
0.13390796,0.8927344,347
0.10064041,0.9273202,348
0.14912628,0.963069,349
0.05226853,0.98757976,350
0.064989716,0.9977985,351
0.06759563,0.98846936,352
0.05897685,0.9619398,353
0.08173588,0.92636013,354
0.13025819,0.8911209,355
0.116780445,0.86670387,356
0.058625277,0.8623734,357
0.07950683,0.88176674,358
0.120946966,0.9158452,359
0.11447292,0.95271033,360
0.07197519,0.9808459,361
0.144321,0.9942437,362
0.014569117,0.9919525,363
0.067019045,0.96861947,364
0.08696928,0.9345251,365
0.07196845,0.8998486,366
0.017584253,0.87571496,367
0.10647534,0.8712501,368
0.14300397,0.8870711,369
0.11332379,0.91923183,370
0.15481876,0.9567017,371
0.0961503,0.984221,372
0.075741306,0.9983014,373
0.07337887,0.9937397,374
0.054522425,0.97081554,375
0.06696253,0.9369603,376
0.12812948,0.90089977,377
0.11980313,0.8725059,378
0.04953561,0.8627594,379
0.07033331,0.8771555,380
0.12814265,0.90877694,381
0.12137195,0.94620067,382
0.082146086,0.9773378,383
0.093981266,0.994557,384
0.02064063,0.9955119,385
0.054206308,0.9763804,386
0.096636534,0.9441653,387
0.07485963,0.90882856,388
0.043745667,0.8807351,389
0.07636051,0.87128377,390
0.1538913,0.8824131,391
0.13159685,0.9114971,392
0.1419246,0.94902533,393
0.12619106,0.97952056,394
0.07762057,0.99722105,395
0.06576833,0.99740064,396
0.03817307,0.9786549,397
0.061998595,0.94676316,398
0.120004065,0.90980154,399
0.12683293,0.8782029,400
0.062741145,0.8632474,401
0.06516226,0.871896,402
0.11732382,0.90023726,403
0.12578228,0.9371512,404
0.09204533,0.9706605,405
0.0825768,0.9918625,406
0.050424784,0.99698466,407
0.040697515,0.9831031,408
0.092445105,0.9534853,409
0.075767964,0.91781914,410
0.066231936,0.88649887,411
0.052725058,0.87214565,412
0.14741343,0.87808895,413
0.13844006,0.90327686,414
0.11996074,0.9396199,415
0.14529264,0.97294945,416
0.06646492,0.9940566,417
0.057034574,0.999118,418
0.05786815,0.9850096,419
0.06371292,0.9553455,420
0.10455381,0.9185707,421
0.13256368,0.8847122,422
0.10664255,0.86487305,423
0.062267743,0.8669862,424
0.095703244,0.8913247,425
0.123965815,0.9272252,426
0.1036978,0.9627054,427
0.07580254,0.9875303,428
0.099727795,0.99673706,429
0.021131402,0.98850983,430
0.08378737,0.9618365,431
0.075142756,0.92655385,432
0.071611635,0.8928389,433
0.026658034,0.8735362,434
0.13298042,0.8743716,435
0.13798594,0.89510626,436
0.10707475,0.92973685,437
0.15493518,0.9653534,438
0.056552254,0.9896715,439
0.06965145,0.99965,440
0.071359105,0.9900355,441
0.061153963,0.9632472,442
0.08617188,0.9274991,443
0.13446333,0.89218163,444
0.11927386,0.8678664,445
0.059258476,0.86377877,446
0.08030572,0.8834319,447
0.12427466,0.91765887,448
0.116509706,0.9545297,449
0.07480631,0.98256737,450
0.14860487,0.9957946,451
0.011256421,0.99333525,452
0.069963224,0.96977556,453
0.08777514,0.93553025,454
0.073791884,0.90081877,455
0.017920056,0.87688756,456
0.11070247,0.87265664,457
0.14468226,0.888723,458
0.115221545,0.9210126,459
0.15849608,0.9583571,460
0.09778019,0.9856619,461
0.078528516,0.9994678,462
0.075500205,0.99456435,463
0.056142528,0.97134054,464
0.068886116,0.93729323,465
0.1312524,0.9012389,466
0.12175747,0.8730066,467
0.050134227,0.86356956,468
0.07085886,0.878319,469
0.1300704,0.9101562,470
0.12302407,0.9476097,471
0.082937464,0.9786002,472
0.09821124,0.99560046,473
0.018867388,0.99633706,474
0.056349754,0.97684044,475
0.09806397,0.94443107,476
0.076060325,0.90910786,477
0.04172735,0.88123673,478
0.08033368,0.8720787,479
0.15582052,0.883517,480
0.13224927,0.91283774,481
0.14560673,0.95042247,482
0.12648062,0.9806777,483
0.080053344,0.9981013,484
0.06803953,0.99790037,485
0.038259476,0.9787893,486
0.06378581,0.9467295,487
0.12274034,0.9097519,488
0.12777466,0.8783161,489
0.059365146,0.86371917,490
0.06553148,0.87286246,491
0.119213015,0.9014961,492
0.12666361,0.938502,493
0.09216662,0.9718821,494
0.084508814,0.99280936,495
0.04673759,0.9976237,496
0.04223049,0.9832995,497
0.09352821,0.9534303,498
0.07660627,0.91773295,499
0.06643405,0.8866126,500
0.055907194,0.87265676,501
0.14962883,0.8789988,502
0.13951753,0.904522,503
0.12335858,0.94096994,504
0.1461764,0.9740753,505
0.06960858,0.9948885,506
0.058109667,0.99952126,507
0.058053568,0.98500955,508
0.06451285,0.9550982,509
0.107135996,0.91823673,510
0.13343146,0.8845006,511
0.10617712,0.8650317,512
0.06256276,0.8676563,513
0.0973788,0.8923642,514
0.1250794,0.92837906,515
0.103367455,0.9637211,516
0.07699385,0.98826504,517
0.0954194,0.99713373,518
0.023846535,0.98841053,519
0.08548693,0.96147496,520
0.0753124,0.92612547,521
0.071902804,0.89252675,522
0.028837906,0.87363833,523
0.13545628,0.874905,524
0.13870241,0.89602405,525
0.108308434,0.9308202,526
0.15531754,0.96625465,527
0.054165673,0.99028945,528
0.06953104,0.9999073,529
0.07142819,0.9898734,530
0.06183631,0.962779,531
0.08841504,0.9268955,532
0.13503832,0.8916595,533
0.1187201,0.8677019,534
0.059714984,0.86414826,535
0.08140278,0.8842341,536
0.12449258,0.91864663,537
0.11574024,0.95543617,538
0.07512253,0.9832187,539
0.14967951,0.9961027,540
0.008676398,0.99326044,541
0.07142206,0.9694173,542
0.086461894,0.93503636,543
0.07380169,0.9003689,544
0.016606854,0.8768172,545
0.1134758,0.87304187,546
0.14358379,0.88952273,547
0.114221334,0.92205507,548
0.15912002,0.95926565,549
0.095263764,0.98631,550
0.07872508,0.99977034,551
0.07574273,0.9944312,552
0.056839686,0.97085845,553
0.07047532,0.9366226,554
0.13218424,0.90059847,555
0.12187867,0.8726808,556
0.050896365,0.8637125,557
0.07148793,0.87892854,558
0.12997025,0.9110232,559
0.12307961,0.948471,560
0.08199564,0.979215,561
0.102576435,0.995892,562
0.01846424,0.9963387,563
0.057862744,0.97639126,564
0.09857799,0.943777,565
0.07610559,0.90851927,566
0.039160166,0.8809745,567
0.083516665,0.87224597,568
0.15643106,0.88410753,569
0.13145716,0.9137376,570
0.14834967,0.95139676,571
0.12473654,0.98136073,572
0.08084256,0.99845636,573
0.06956286,0.9978127,574
0.038642447,0.9782895,575
0.0646081,0.9460214,576
0.12402866,0.90908307,577
0.12738477,0.87790346,578
0.055474047,0.86377174,579
0.06593181,0.87350124,580
0.12149636,0.9024662,581
0.12650105,0.9395569,582
0.09144603,0.9727524,583
0.085872255,0.993327,584
0.042524043,0.9977629,585
0.043738715,0.9829231,586
0.094336964,0.95278066,587
0.076972425,0.91707665,588
0.06534406,0.8862207,589
0.05802677,0.8727278,590
0.15117818,0.8795651,591
0.13957384,0.90548015,592
0.1259275,0.94205594,593
0.14505263,0.9749067,594
0.07148136,0.99540585,595
0.058984715,0.99957186,596
0.056725524,0.9845963,597
0.06438083,0.95444155,598
0.1089245,0.9175242,599
0.1332,0.88396144,600
0.10146028,0.8649319,601
0.06273563,0.8681867,602
0.09914366,0.8932992,603
0.12553756,0.92942846,604
0.10240187,0.96460557,605
0.07760123,0.98883057,606
0.09062877,0.9973226,607
0.026279954,0.9880612,608
0.086915776,0.9608381,609
0.07554574,0.9254319,610
0.07139839,0.8920316,611
0.0308897,0.87359214,612
0.13742945,0.8753404,613
0.13948031,0.8968826,614
0.10943964,0.9318482,615
0.15490516,0.9670821,616
0.05393689,0.99081963,617
0.068548165,1.0,618
0.07019732,0.9895238,619
0.06238594,0.9621424,620
0.090454355,0.92612696,621
0.13522582,0.8909992,622
0.118197806,0.86744314,623
0.06001566,0.86445546,624
0.08261957,0.88500714,625
0.124639705,0.91960937,626
0.114599,0.9562973,627
0.075048365,0.9837963,628
0.14404473,0.9963061,629
0.006084584,0.99289364,630
0.072801955,0.96875554,631
0.084826685,0.9342476,632
0.07359774,0.8996459,633
0.015338458,0.8765115,634
0.11607145,0.8732331,635
0.14214773,0.89015657,636
0.11294051,0.9229418,637
0.15930206,0.9600078,638
0.092268355,0.98677534,639
0.07836093,0.9998679,640
0.07578705,0.99407446,641
0.057567474,0.9701435,642
0.07215794,0.9357223,643
0.13306005,0.89973295,644
0.12186372,0.8721621,645
0.051734056,0.8636938,646
0.07223724,0.8793945,647
0.12935641,0.91174555,648
0.12284343,0.9491712,649
0.08085735,0.97964114,650
0.10700191,0.9959701,651
0.018811226,0.9961094,652
0.05924595,0.97569716,653
0.09895594,0.94288266,654
0.07584523,0.9077088,655
0.03653909,0.8805194,656
0.08677137,0.8722511,657
0.1553557,0.8845536,658
0.13020746,0.9144857,659
0.15034613,0.952219,660
0.12176904,0.9818905,661
0.08087643,0.9986599,662
0.07043616,0.9975707,663
0.03925187,0.97764146,664
0.06515227,0.9451592,665
0.12498406,0.90828085,666
0.12656981,0.8773801,667
0.051478382,0.8637326,668
0.06637607,0.8740584,669
0.12393083,0.9033504,670
0.12609337,0.94051677,671
0.090355024,0.97351235,672
0.08677937,0.99371886,673
0.038434487,0.99776465,674
0.04515898,0.9824043,675
0.094993964,0.9519951,676
0.077026464,0.91629654,677
0.06302568,0.88572043,678
0.059981115,0.87266886,679
0.15212715,0.88000846,680
0.1392854,0.9063227,681
0.12782347,0.9430242,682
0.14382496,0.97562474,683
0.07287182,0.995805,684
0.059363883,0.99950874,685
0.055480115,0.9840927,686
0.06436885,0.9536987,687
0.11075061,0.916733,688
0.13299656,0.8833542,689
0.09687446,0.8647717,690
0.06298489,0.8686554,691
0.10104619,0.8941631,692
0.12604205,0.9303956,693
0.10145818,0.9653948,694
0.07834453,0.9892909,695
0.08583665,0.99740225,696
0.028342972,0.9876016,697
0.088355966,0.96009064,698
0.0759692,0.92463934,699
0.07095236,0.89144754,700
0.03373262,0.8734643,701
0.13893063,0.87568814,702
0.1397056,0.89766234,703
0.11034316,0.93280375,704
0.1542043,0.9678332,705
0.055832606,0.991272,706
0.06755967,0.99997145,707
0.06864,0.9890497,708
0.06277523,0.9613886,709
0.09221713,0.92525125,710
0.1349304,0.8902491,711
0.11682493,0.8671104,712
0.06037935,0.8647134,713
0.08392089,0.885724,714
0.12420252,0.9205063,715
0.11322543,0.95708144,716
0.07506158,0.98428756,717
0.13840404,0.99642026,718
0.0044245147,0.9924369,719
0.074252956,0.96799093,720
0.083385184,0.9333628,721
0.07345389,0.89883745,722
0.015528057,0.87612915,723
0.11837021,0.8733273,724
0.1406043,0.89069915,725
0.11128702,0.9237345,726
0.15900317,0.9606612,727
0.088408545,0.9871548,728
0.07744517,0.999888,729
0.07523664,0.993648,730
0.05800723,0.96937305,731
0.073758915,0.9347784,732
0.13346452,0.8988375,733
0.121569455,0.8716248,734
0.052550614,0.8636579,735
0.073073715,0.8798364,736
0.1287048,0.91243124,737
0.12256001,0.9498231,738
0.07966294,0.9800134,739
0.111464076,0.99599576,740
0.019968398,0.9958313,741
0.060485985,0.97496355,742
0.09920223,0.9419601,743
0.07569943,0.90687877,744
0.033968817,0.88004655,745
0.08964834,0.87223744,746
0.15444097,0.88498145,747
0.1291194,0.91519725,748
0.1527399,0.95299196,749
0.11957666,0.9823602,750
0.08095194,0.99879014,751
0.07146128,0.99725765,752
0.04025784,0.9769267,753
0.06576952,0.94424015,754
0.12604806,0.9074293,755
0.12588058,0.8768108,756
0.047565147,0.8636453,757
0.06676424,0.8745602,758
0.1262771,0.90417266,759
0.1256952,0.9414063,760
0.08931839,0.9741951,761
0.087679446,0.99403095,762
0.0346741,0.9976874,763
0.04635603,0.98181456,764
0.09530964,0.9511539,765
0.07682747,0.9154724,766
0.060602862,0.88518316,767
0.06148816,0.8725758,768
0.15214673,0.88041985,769
0.13843046,0.90713966,770
0.12991081,0.94397223,771
0.14217725,0.9763182,772
0.07442936,0.99619013,773
0.05993355,0.9994374,774
0.053550903,0.9835932,775
0.0640287,0.95297974,776
0.11231609,0.915978,777
0.13255633,0.88278544,778
0.09228858,0.8646485,779
0.06322002,0.86915094,780
0.10300214,0.8950428,781
0.12645058,0.93137,782
0.10042,0.9661889,783
0.07899818,0.9897593,784
0.081128,0.99749595,785
0.03041141,0.98716736,786
0.08957222,0.9593789,787
0.07605983,0.9238899,788
0.07051136,0.8909107,789
0.03684218,0.8733764,790
0.14074881,0.87605643,791
0.14001131,0.8984429,792
0.11144355,0.9337486,793
0.15354495,0.9685725,794
0.05766792,0.991715,795
0.066990316,0.999943,796
0.06764493,0.9885812,797
0.063359894,0.9606427,798
0.094214,0.92439955,799
