omega1,omega2,time
-0.014587697,0.0090769455,62.0
-0.013345074,0.009505436,62.2
-0.011562664,0.009192295,62.400000000000006
-0.009680327,0.008700885,62.6
-0.008110136,0.008505806,62.800000000000004
-0.006999146,0.008876495,63.0
-0.004778471,0.00799682,63.2
-0.0023584552,0.0066148117,63.400000000000006
0.0007450469,0.004862115,63.6
0.005792033,0.0014612451,63.800000000000004
0.007133171,-0.00084741414,64.0
0.008454755,-0.003835015,64.2
0.008895185,-0.006188661,64.4
0.009947449,-0.008719288,64.60000000000001
0.011168975,-0.0113393925,64.8
0.01114022,-0.012880709,65.0
0.009160891,-0.012460507,65.2
0.007755,-0.012673348,65.4
0.007662561,-0.012357853,65.60000000000001
0.007900439,-0.011913642,65.8
0.0061718076,-0.0104331635,66.0
0.0034169368,-0.0089084245,66.2
0.0017321147,-0.008838162,66.4
-0.0027926937,-0.0054701194,66.60000000000001
-0.0075455047,-0.0009936765,66.8
-0.008871507,0.0014566369,67.0
-0.007646244,0.0016129091,67.2
-0.007642187,0.0021781884,67.4
-0.008903455,0.0035392419,67.60000000000001
-0.008886512,0.00449951,67.8
-0.008443546,0.005894698,68.0
-0.007349372,0.0053799376,68.2
-0.007065762,0.0049018785,68.4
-0.0056858175,0.0046196952,68.60000000000001
-0.0041413866,0.004951693,68.8
-0.0038695075,0.005069621,69.0
-0.003034722,0.004546009,69.2
-0.00020129606,0.003220901,69.4
0.0045802407,0.0003529489,69.60000000000001
0.002889894,0.0009408705,69.8
0.004256528,-0.0023347884,70.0
0.004561059,-0.0051539093,70.2
0.0056229234,-0.0074592903,70.4
0.0060368665,-0.0067963116,70.60000000000001
0.005904015,-0.006653171,70.8
0.0052652955,-0.007100906,71.0
0.003850501,-0.00685028,71.2
0.004104521,-0.0059414804,71.4
0.004955042,-0.0059718713,71.60000000000001
0.0045330264,-0.005892433,71.8
0.0015752688,-0.0043592453,72.0
0.00019505993,-0.004918445,72.2
-0.0027651414,-0.004815981,72.4
-0.005910013,-0.0006734356,72.60000000000001
-0.0050750487,0.00029648095,72.8
-0.0039809607,0.00056409463,73.0
-0.0043591224,0.0012816004,73.2
-0.005331978,0.0022069886,73.4
-0.0051310994,0.0028268322,73.60000000000001
-0.004498847,0.0036707744,73.8
-0.003244307,0.0025730506,74.0
-0.0034434758,0.0021107942,74.2
-0.003132023,0.0023662262,74.4
-0.0020496733,0.0026998818,74.60000000000001
-0.0026026405,0.0028875396,74.8
-0.00158564,0.0023340657,75.0
0.0015126951,0.0011722371,75.2
0.0022754967,0.00022543967,75.4
0.0012903325,0.00017292798,75.60000000000001
0.0017744265,-0.0032275245,75.8
0.0019097328,-0.0044611394,76.0
0.002159264,-0.0030543432,76.2
0.0028344356,-0.0029627532,76.4
0.0030579902,-0.0036085695,76.60000000000001
0.0019921996,-0.0041445717,76.80000000000001
0.0018528216,-0.0027883016,77.0
0.00294346,-0.002567418,77.2
0.0037790425,-0.003263913,77.4
0.0015314631,-0.0022227056,77.60000000000001
-0.00019633397,-0.0021462142,77.80000000000001
-0.0013589561,-0.003662847,78.0
-0.003980741,-0.0021660924,78.2
-0.0039464794,-0.00025768578,78.4
-0.002218496,-0.00022069365,78.60000000000001
-0.0021882914,0.00044266507,78.80000000000001
-0.00348676,0.0014060959,79.0
-0.0030784756,0.0014582686,79.2
-0.002718132,0.002464775,79.4
-0.0012380369,0.0013130568,79.60000000000001
-0.0010803454,0.00060634315,79.80000000000001
-0.0024701767,0.0009596981,80.0
-0.0010570027,0.0014191195,80.2
-0.0013003238,0.0013436563,80.4
-0.0022273846,0.0018415786,80.60000000000001
0.0011380576,0.00039684027,80.80000000000001
0.0019074194,-0.00016191602,81.0
-1.8101186e-05,0.0006759465,81.2
0.00029546395,-0.002312515,81.4
-0.00012255087,-0.0027402788,81.60000000000001
-9.3813986e-05,-0.0009038821,81.80000000000001
0.0009864457,-0.00085632503,82.0
0.0011509396,-0.0013534054,82.2
0.0009661466,-0.0025082454,82.4
0.0006531291,-0.0009995401,82.60000000000001
0.0016289167,-0.00047623366,82.80000000000001
0.0027299114,-0.0012798049,83.0
0.0014165603,-0.0010460392,83.2
-0.00048838183,-0.0007277578,83.4
-0.0016880557,-0.002258338,83.60000000000001
-0.0031084754,-0.0027180538,83.80000000000001
-0.0031812787,-0.0005709566,84.0
-0.0011972897,-0.00062347576,84.2
-0.0010252036,1.3068318e-05,84.4
-0.002318371,0.00087854266,84.60000000000001
-0.0018135272,0.00085828453,84.80000000000001
-0.0015374236,0.0016693585,85.0
-5.808845e-05,0.0005443767,85.2
0.00021861121,-0.0002469793,85.4
-0.0012924187,6.1012805e-05,85.60000000000001
-0.00047275797,0.0006357357,85.80000000000001
-0.00072353333,0.0005332455,86.0
-0.0023296922,0.0014242716,86.2
0.0011665523,-0.000113770366,86.4
0.0015277527,-0.00032439828,86.60000000000001
-0.0005036108,0.00054001063,86.80000000000001
-0.0005582869,-0.0019996837,87.0
-0.0013526119,-0.0015383027,87.2
-0.0013583116,0.0003946349,87.4
-0.00016247109,0.00040768087,87.60000000000001
0.00012701377,-0.00016929954,87.80000000000001
0.0002653338,-0.0014527738,88.0
-6.8880618e-06,0.00012478977,88.2
0.0010239854,0.0006307401,88.4
0.0022165328,-0.0002693981,88.60000000000001
0.0011243336,-0.00025457144,88.80000000000001
-0.0007751323,1.9915402e-05,89.0
-0.001959581,-0.0016227141,89.2
-0.0027915426,-0.0027079955,89.4
-0.002524186,-0.0007779598,89.60000000000001
-0.0005413033,-0.00082300603,89.80000000000001
-0.00041596964,-0.00017022341,90.0
-0.0016308539,0.00061239675,90.2
-0.0011217222,0.0005596429,90.4
-0.00077835843,0.001213707,90.60000000000001
0.00068509206,3.5479665e-05,90.80000000000001
0.00091458485,-0.0007697791,91.0
-0.00073739886,-0.00038272142,91.2
-0.00014609471,0.00015888363,91.4
-0.00044646114,0.00010508299,91.60000000000001
-0.0020997375,0.0010255612,91.80000000000001
0.0014468133,-0.0004881434,92.0
0.001114618,-0.00035574287,92.2
-0.0009117089,0.0005392693,92.4
-0.0010775365,-0.0020362511,92.60000000000001
-0.0021363758,-0.0006114952,92.80000000000001
-0.001983393,0.0011871308,93.0
-0.0006791614,0.0010565594,93.2
-0.0003854297,0.0003981553,93.4
-0.00019128993,-0.00061270595,93.60000000000001
-0.0003738068,0.0009149015,93.80000000000001
0.0008048974,0.0012187064,94.0
0.0020118095,0.00018611178,94.2
0.00080324337,0.0002732128,94.4
-0.0010538101,0.00037126988,94.60000000000001
-0.0021996684,-0.0014265068,94.80000000000001
-0.0027912445,-0.0023711473,95.0
-0.0019190311,-0.0009271316,95.2
-8.499995e-05,-0.0009082779,95.4
-0.00010706112,-0.00023189932,95.60000000000001
-0.0010748468,0.00035205856,95.80000000000001
-0.00069643557,0.00042309985,96.0
-0.00025149062,0.00094896555,96.2
0.0011755005,-0.00032121688,96.4
0.0012091249,-0.0010631941,96.60000000000001
-0.00064431503,-0.00053873286,96.80000000000001
2.8122216e-05,-0.00013843924,97.0
-0.0005170889,-5.1472336e-05,97.2
-0.0016789138,0.00065234303,97.4
0.00186833,-0.0007688701,97.60000000000001
0.00069406256,-0.0003068857,97.80000000000001
-0.0012624077,0.0006199032,98.0
-0.0013760775,-0.0022839755,98.2
-0.0026435666,0.00013823435,98.4
-0.0022370555,0.001686722,98.60000000000001
-0.0010288656,0.0014578253,98.80000000000001
-0.00057440624,0.0005752295,99.0
-0.00050196797,3.6388636e-05,99.2
-0.0005237423,0.0014844276,99.4
0.00084553286,0.0014409572,99.60000000000001
0.0019999929,0.00029329956,99.80000000000001
0.00044611096,0.00064956397,100.0
-0.0013239272,0.00047811866,100.2
-0.0022040568,-0.0016568601,100.4
-0.002988983,-0.0018453151,100.60000000000001
-0.0013775863,-0.0010317303,100.80000000000001
0.00022180751,-0.0009159446,101.0
-1.5888363e-05,-0.00020440668,101.2
-0.00068964437,0.00018382445,101.4
-0.00045014545,0.00039432943,101.60000000000001
0.00016375259,0.00069943815,101.80000000000001
0.0014661215,-0.0005517453,102.0
0.0012797005,-0.0012321472,102.2
-0.00070792064,-0.0005241968,102.4
9.6179545e-05,-0.0003059432,102.60000000000001
-0.00075120106,-4.204735e-05,102.80000000000001
-0.0011438876,0.00029721856,103.0
0.002365183,-0.000986699,103.2
0.00027452782,-0.00021008402,103.4
-0.0012906529,0.00042227656,103.60000000000001
-0.0015391894,-0.0026523583,103.80000000000001
-0.0029742755,0.0007673614,104.0
-0.0023090802,0.0019913726,104.2
-0.0013046451,0.0017233118,104.4
-0.000582505,0.0005314648,104.60000000000001
-0.0007406883,0.00059332326,104.80000000000001
-0.00054639205,0.0018940531,105.0
0.0010396428,0.0014432073,105.2
0.0021081902,0.00018137693,105.4
7.41221e-05,0.0009244904,105.60000000000001
-0.0015837364,0.0004348494,105.80000000000001
-0.0024031587,-0.0020327345,106.0
-0.003304474,-0.0012099408,106.2
-0.0008704625,-0.0011109337,106.4
0.00044460222,-0.0008793399,106.60000000000001
-3.1810254e-05,-0.00013174117,106.80000000000001
-0.00037088245,4.4710934e-05,107.0
-0.00030636415,0.0004235804,107.2
0.00061643496,0.00030020624,107.4
0.0016925298,-0.0007992387,107.60000000000001
0.0012408085,-0.0013459101,107.80000000000001
-0.00035057217,-0.0005210489,108.0
0.00016376004,-0.0004827045,108.2
-0.0010691695,4.478544e-05,108.4
-0.00053490326,-5.7920814e-05,108.60000000000001
0.0024394616,-0.00094972923,108.80000000000001
-0.00015723333,-8.366257e-05,109.0
-0.0013352484,-0.00017682463,109.2
-0.0020772703,-0.0018462576,109.4
-0.0031961985,0.0013266206,109.60000000000001
-0.0022380687,0.0021642484,109.80000000000001
-0.0014560409,0.0018352009,110.0
-0.00043759495,0.00029936433,110.2
-0.000892248,0.0010195822,110.4
-0.00047928467,0.0021848753,110.60000000000001
0.0011615418,0.0014588274,110.80000000000001
0.002313111,-0.00011038035,111.0
-0.00029442832,0.0010971911,111.2
-0.0018214285,0.0002544485,111.4
-0.0020994619,-0.002821762,111.60000000000001
-0.0033543073,-0.0007680431,111.80000000000001
-0.00043160468,-0.0011583045,112.0
0.00055643916,-0.0007961467,112.2
-0.00018411502,-8.001924e-06,112.4
-0.00017787144,-3.899634e-05,112.60000000000001
-0.00028574467,0.000520207,112.80000000000001
0.0009670146,-3.1992793e-05,113.0
0.001837872,-0.0010377467,113.2
0.001064606,-0.0013547093,113.4
-2.200529e-05,-0.00044810772,113.60000000000001
0.00016150251,-0.0005646348,113.80000000000001
-0.0014702454,0.000238657,114.0
9.414181e-05,-0.00036600977,114.2
0.0018889047,-0.00080230087,114.4
-0.00055130944,6.379932e-05,114.60000000000001
-0.0014841594,-0.00075030327,114.80000000000001
-0.0025041811,-0.0010652356,115.0
-0.003249403,0.0017235503,115.2
-0.0021353215,0.0022479221,115.4
-0.0014703684,0.0017831177,115.60000000000001
-0.00014837459,-0.00010728091,115.80000000000001
-0.0009398721,0.0012734868,116.0
-0.000284601,0.0022589937,116.2
0.0012385957,0.0014301427,116.4
0.0018400885,0.00015088916,116.60000000000001
-0.0006329231,0.0011517629,116.80000000000001
-0.0020168684,-5.9906393e-05,117.0
-0.0018139929,-0.003719002,117.2
-0.002676431,-0.00089411065,117.4
-8.8341534e-05,-0.0011697114,117.60000000000001
0.0005525239,-0.0006707385,117.80000000000001
-0.00046015903,0.0001578778,118.0
-0.00013980642,-2.7008355e-06,118.2
-0.0002175048,0.0006646253,118.4
0.0012568347,-0.00027129054,118.60000000000001
0.0018685199,-0.001202818,118.80000000000001
0.00076887384,-0.001274839,119.0
0.00026810542,-0.00031955168,119.2
0.00010370836,-0.00056490675,119.4
-0.0019282848,0.00052037835,119.60000000000001
0.00070979074,-0.00061014295,119.80000000000001
0.0013857968,-0.00064732507,120.0
-0.0008893423,0.00022569671,120.2
-0.0016166195,-0.0012070984,120.4
-0.0027925037,-0.0004220903,120.60000000000001
-0.0031534992,0.0019658357,120.80000000000001
-0.0019111484,0.0021856837,121.0
-0.0013557374,0.0015826449,121.2
-0.00042560324,-0.00025596097,121.4
-0.00091760606,0.001405023,121.60000000000001
-3.17581e-05,0.0022208951,121.80000000000001
0.0013798289,0.0012739226,122.0
0.001150161,0.000556238,122.2
-0.0009313412,0.0010997951,122.4
-0.0021664463,-0.00048805773,122.60000000000001
-0.002059985,-0.003283415,122.80000000000001
-0.0020829812,-0.0009913892,123.0
0.00017256662,-0.0011373609,123.2
0.00047638267,-0.0005192086,123.4
-0.0007913001,0.00034330785,123.60000000000001
-0.0001559481,8.145347e-05,123.80000000000001
6.442517e-05,0.0006123856,124.0
0.001475323,-0.00046117604,124.2
0.0018290468,-0.0013250858,124.4
0.0003741011,-0.00112921,124.60000000000001
0.0003003031,-0.00041660666,124.80000000000001
2.0746142e-05,-0.00052867085,125.0
-0.0023266338,0.00078962743,125.2
0.0013295375,-0.0008332804,125.4
0.00092432275,-0.0005127527,125.60000000000001
-0.0012081303,0.00039602816,125.80000000000001
-0.0017107911,-0.0016845316,126.0
-0.003025923,0.00017054379,126.2
-0.0029934011,0.002143763,126.4
-0.0016335957,0.0020639896,126.60000000000001
-0.0012018569,0.0013530962,126.80000000000001
-0.000671193,0.00012699887,127.0
-0.00090328604,0.0017291307,127.2
0.00025915727,0.0021153688,127.4
0.0015665814,0.0010295063,127.60000000000001
0.0007023029,0.00080385804,127.80000000000001
-0.0012072995,0.00096902996,128.0
-0.0023580529,-0.00086243823,128.20000000000002
-0.0024535693,-0.002537787,128.4
-0.0015359707,-0.0010706261,128.6
0.00037933886,-0.0010792166,128.8
0.00039010867,-0.0004072562,129.0
-0.00057913363,0.00017778948,129.20000000000002
-0.00014992058,0.00016807392,129.4
0.000286486,0.0005976595,129.6
0.00162258,-0.00060778856,129.8
0.0017082952,-0.0013970956,130.0
-0.00011609122,-0.00091926754,130.20000000000002
0.0002775155,-0.00048273057,130.4
-0.00028673932,-0.0003945157,130.6
-0.00165971,0.00043404475,130.8
0.0019376092,-0.0010091402,131.0
0.00048776343,-0.00036379695,131.20000000000002
-0.0015013218,0.00057766587,131.4
-0.0017548837,-0.0021931827,131.6
-0.0031989329,0.0007143989,131.8
-0.0027698986,0.0022638403,132.0
-0.0015072115,0.0020015314,132.20000000000002
-0.0010073297,0.001069516,132.4
-0.0008276254,0.0005887896,132.6
-0.0008123629,0.0020245947,132.8
0.00059982017,0.0019262731,133.0
0.001792442,0.0007103458,133.20000000000002
0.00029969215,0.0009983405,133.4
-0.0014705732,0.0007836893,133.6
-0.0022487603,-0.0014785081,133.8
-0.00288463,-0.0017730966,134.0
-0.0010381639,-0.0011308827,134.20000000000002
0.0005253963,-0.0009981319,134.4
0.00024422258,-0.00027927756,134.6
-0.0003331229,2.7105212e-05,134.8
-0.00012527034,0.0002671145,135.0
0.000546515,0.00043423474,135.20000000000002
0.0017404184,-0.00073794276,135.4
0.0015349649,-0.0014376342,135.6
-0.00047476217,-0.0007071607,135.8
0.00024362281,-0.00053117424,136.0
-0.0007041171,-0.00020727515,136.20000000000002
-0.0009830594,9.301677e-05,136.4
0.0025384352,-0.0011612847,136.6
6.0845166e-05,-0.00020807981,136.8
-0.001336161,0.0002638176,137.0
-0.0019213669,-0.0022599548,137.20000000000002
-0.0033214279,0.0012101904,137.4
-0.0025720634,0.002343867,137.6
-0.001589898,0.0020333603,137.8
-0.0007753633,0.00073599815,138.0
-0.00094276667,0.0009777285,138.20000000000002
